,ops_num,game_code,circulation,ufps_num,postamt_num,sales,date
75822,127422,7103,1225,2,96,55,2018-04-01
75824,121552,7103,1226,2,306,52,2018-04-08
75829,111524,7103,1258,2,224,49,2018-11-18
75839,127276,7103,1195,2,96,83,2017-09-03
75848,117648,7103,1202,2,165,38,2017-10-22
75851,117648,7103,1203,2,165,39,2017-10-29
75854,125565,7103,1205,2,664,26,2017-11-12
75864,119311,7103,1232,2,306,74,2018-05-20
75873,123557,7103,1234,2,664,50,2018-06-03
75876,117624,7103,1234,2,165,74,2018-06-03
75881,109518,7103,1236,2,484,34,2018-06-17
75888,124489,7103,1266,2,664,116,2019-01-13
75889,127410,7103,1266,2,96,82,2019-01-13
75898,109383,7103,1160,2,484,105,2017-01-01
75909,109383,7103,1209,2,484,49,2017-12-10
75916,127427,7103,1237,2,96,39,2018-06-24
75917,121471,7103,1237,2,306,88,2018-06-24
75919,115035,7103,1239,2,165,19,2018-07-08
75927,117405,7103,1181,2,165,71,2017-05-28
75930,123376,7103,1182,2,664,14,2017-06-04
75935,119619,7103,1185,2,306,43,2017-06-25
75936,119049,7103,1185,2,306,35,2017-06-25
75948,117463,7103,1254,2,165,137,2018-10-21
75949,115138,7103,1255,2,484,29,2018-10-28
75955,111622,7103,1174,2,224,17,2017-04-09
75958,111024,7103,1176,2,224,47,2017-04-23
75959,117648,7103,1176,2,165,27,2017-04-23
75971,107589,7103,1219,2,224,78,2018-02-18
75975,115583,7103,1250,2,484,68,2018-09-23
75979,123308,7103,1158,2,664,62,2016-12-18
75982,115682,7103,1159,2,484,17,2016-12-25
75985,119619,7103,1160,2,306,48,2017-01-01
75988,127495,7103,1207,2,96,84,2017-11-26
75998,129281,7103,1210,2,96,25,2017-12-17
76003,127204,7103,1193,2,96,13,2017-08-20
76007,105043,7103,1194,2,224,26,2017-08-27
76015,115682,7103,1228,2,484,33,2018-04-22
76026,117463,7103,1162,2,165,65,2017-01-15
76027,123098,7103,1163,2,664,24,2017-01-22
76028,105554,7103,1164,2,224,16,2017-01-29
76032,117624,7103,1169,2,165,54,2017-03-05
76033,117648,7103,1169,2,165,53,2017-03-05
76042,121355,7103,1216,2,306,65,2018-01-28
76043,111622,7103,1216,2,224,29,2018-01-28
76044,111524,7103,1217,2,224,101,2018-02-04
76049,121552,7103,1239,2,306,109,2018-07-08
76053,119602,7103,1267,2,306,109,2019-01-20
76055,121087,7103,1268,2,306,50,2019-01-27
76075,119049,7103,1195,2,306,46,2017-09-03
76077,117218,7103,1196,2,165,21,2017-09-10
76079,121108,7103,1197,2,306,42,2017-09-17
76081,127434,7103,1197,2,96,7,2017-09-17
76091,117648,7103,1248,2,165,39,2018-09-09
76095,125239,7103,1249,2,664,95,2018-09-16
76097,115583,7103,1181,2,484,34,2017-05-28
76106,125362,7103,1186,2,664,16,2017-07-02
76110,105554,7103,1187,2,224,50,2017-07-09
76118,125475,7103,1223,2,664,93,2018-03-18
76123,119192,7103,1255,2,306,108,2018-10-28
76133,109382,7103,1201,2,484,145,2017-10-15
76135,109263,7103,1205,2,484,28,2017-11-12
76136,117246,7103,1205,2,165,10,2017-11-12
76144,125565,7103,1236,2,664,33,2018-06-17
76150,121293,7103,1175,2,306,38,2017-04-16
76155,127422,7103,1178,2,96,39,2017-05-07
76159,105005,7103,1219,2,224,120,2018-02-18
76166,115598,7103,1221,2,165,111,2018-03-04
76167,127204,7103,1250,2,96,28,2018-09-23
76170,119034,7103,1251,2,306,115,2018-09-30
76174,121471,7103,1252,2,306,99,2018-10-07
76184,117648,7103,1214,2,165,107,2018-01-14
76187,125475,7103,1216,2,664,87,2018-01-28
76191,125430,7103,1217,2,664,111,2018-02-04
76200,115088,7103,1249,2,484,53,2018-09-16
76205,111250,7103,1189,2,224,24,2017-07-23
76227,125363,7103,1212,2,664,2639,2017-12-31
76236,115455,7103,1198,2,484,30,2017-09-24
76239,124489,7103,1200,2,664,25,2017-10-08
76241,129323,7103,1225,2,96,113,2018-04-01
76247,129338,7103,1228,2,96,31,2018-04-22
76250,117648,7103,1261,2,165,37,2018-12-09
76255,124365,7103,1183,2,664,22,2017-06-11
76260,115088,7103,1185,2,484,57,2017-06-25
76268,127276,7103,1229,2,96,108,2018-04-29
76269,109518,7103,1230,2,484,46,2018-05-06
76274,124460,7103,1232,2,664,89,2018-05-20
76280,124460,7103,1263,2,664,42,2018-12-23
76282,123098,7103,1263,2,664,18,2018-12-23
76294,125565,7103,1233,2,664,38,2018-05-27
76308,129281,7103,1256,2,96,18,2018-11-04
76309,109548,7103,1256,2,484,112,2018-11-04
76311,119311,7103,1257,2,306,80,2018-11-11
76318,125222,7103,1266,2,664,209,2019-01-13
76322,125475,7103,1242,2,664,34,2018-07-29
76323,119034,7103,1242,2,306,33,2018-07-29
76324,129272,7103,1243,2,96,96,2018-08-05
76328,119311,7103,1153,2,306,24,2016-11-13
76354,109383,7103,1210,2,484,50,2017-12-17
76365,127081,7103,1239,2,96,64,2018-07-08
76373,125363,7103,1269,2,664,107,2019-02-03
76377,105568,7103,1196,2,224,66,2017-09-10
76380,109263,7103,1197,2,484,63,2017-09-17
76391,119034,7103,1229,2,306,31,2018-04-29
76394,125502,7103,1231,2,664,75,2018-05-13
76395,129110,7103,1232,2,96,95,2018-05-20
76403,125239,7103,1182,2,664,91,2017-06-04
76409,123557,7103,1185,2,664,24,2017-06-25
76441,125502,7103,1203,2,664,47,2017-10-29
76443,129338,7103,1204,2,96,24,2017-11-05
76448,121471,7103,1233,2,306,66,2018-05-27
76449,125502,7103,1233,2,664,42,2018-05-27
76456,121552,7103,1235,2,306,58,2018-06-10
76458,124460,7103,1236,2,664,61,2018-06-17
76472,107589,7103,1213,2,224,23,2018-01-07
76474,129338,7103,1241,2,96,15,2018-07-22
76475,123308,7103,1242,2,664,69,2018-07-29
76477,107589,7103,1242,2,224,41,2018-07-29
76480,123308,7103,1244,2,664,89,2018-08-12
76482,121293,7103,1245,2,306,105,2018-08-19
76486,129338,7103,1264,2,96,38,2018-12-30
76487,115455,7103,1264,2,484,945,2018-12-30
76503,121108,7103,1206,2,306,34,2017-11-19
76505,111398,7103,1207,2,224,61,2017-11-26
76508,115409,7103,1208,2,165,49,2017-12-03
76509,124365,7103,1209,2,664,80,2017-12-10
76516,117246,7103,1177,2,165,18,2017-04-30
76521,129110,7103,1180,2,96,68,2017-05-21
76525,119619,7103,1218,2,306,69,2018-02-11
76526,117463,7103,1218,2,165,112,2018-02-11
76533,119619,7103,1251,2,306,32,2018-09-30
76538,129110,7103,1238,2,96,97,2018-07-01
76541,127204,7103,1240,2,96,47,2018-07-15
76542,115583,7103,1267,2,484,153,2019-01-20
76544,127422,7103,1268,2,96,125,2019-01-27
76547,125362,7103,1269,2,664,48,2019-02-03
76548,115598,7103,1269,2,165,103,2019-02-03
76549,127422,7103,1269,2,96,84,2019-02-03
76556,111524,7103,1192,2,224,35,2017-08-13
76557,125502,7103,1193,2,664,27,2017-08-20
76566,124365,7103,1226,2,664,112,2018-04-08
76568,125362,7103,1227,2,664,41,2018-04-15
76573,109548,7103,1258,2,484,37,2018-11-18
76577,127204,7103,1261,2,96,9,2018-12-09
76583,121552,7103,1171,2,306,16,2017-03-19
76584,117405,7103,1172,2,165,26,2017-03-26
76587,117133,7103,1214,2,165,157,2018-01-14
76592,129323,7103,1215,2,96,110,2018-01-21
76597,115597,7103,1217,2,484,199,2018-02-04
76612,111622,7103,1178,2,224,29,2017-05-07
76616,109462,7103,1179,2,484,27,2017-05-14
76635,109382,7103,1221,2,484,156,2018-03-04
76638,121471,7103,1251,2,306,60,2018-09-30
76642,124489,7103,1253,2,664,180,2018-10-14
76646,115598,7103,1170,2,165,101,2017-03-12
76648,111250,7103,1171,2,224,25,2017-03-19
76656,127422,7103,1173,2,96,50,2017-04-02
76658,127474,7103,1214,2,96,127,2018-01-14
76660,115583,7103,1214,2,484,160,2018-01-14
76666,121087,7103,1217,2,306,33,2018-02-04
76669,119034,7103,1190,2,306,29,2017-07-30
76671,111524,7103,1190,2,224,30,2017-07-30
76682,115598,7103,1184,2,165,24,2017-06-18
76684,127422,7103,1185,2,96,28,2017-06-25
76685,109462,7103,1186,2,484,21,2017-07-02
76690,121151,7103,1222,2,306,84,2018-03-11
76692,115455,7103,1223,2,484,79,2018-03-18
76701,125239,7103,1254,2,664,191,2018-10-21
76708,115583,7103,1257,2,484,54,2018-11-11
76709,107589,7103,1246,2,224,65,2018-08-26
76711,127204,7103,1246,2,96,17,2018-08-26
76713,129323,7103,1246,2,96,74,2018-08-26
76715,125363,7103,1247,2,664,70,2018-09-02
76718,111250,7103,1249,2,224,44,2018-09-16
76721,119034,7103,1201,2,306,90,2017-10-15
76738,119602,7103,1234,2,306,64,2018-06-03
76743,119049,7103,1163,2,306,34,2017-01-22
76751,125363,7103,1156,2,664,20,2016-12-04
76760,115409,7103,1207,2,165,83,2017-11-26
76765,105264,7103,1209,2,224,29,2017-12-10
76766,115088,7103,1209,2,484,71,2017-12-10
76773,125475,7103,1213,2,664,14,2018-01-07
76780,109263,7103,1242,2,484,37,2018-07-29
76782,117624,7103,1242,2,165,72,2018-07-29
76790,119311,7103,1244,2,306,106,2018-08-12
76792,123557,7103,1244,2,664,44,2018-08-12
76794,105568,7103,1245,2,224,136,2018-08-19
76800,115035,7103,1197,2,165,26,2017-09-17
76802,125565,7103,1198,2,664,27,2017-09-24
76809,121151,7103,1238,2,306,34,2018-07-01
76811,125430,7103,1239,2,664,78,2018-07-08
76828,119311,7103,1262,2,306,89,2018-12-16
76835,105043,7103,1175,2,224,17,2017-04-16
76837,105005,7103,1175,2,224,50,2017-04-16
76847,125475,7103,1219,2,664,86,2018-02-18
76850,111524,7103,1221,2,224,68,2018-03-04
76854,123557,7103,1250,2,664,42,2018-09-23
76862,119034,7103,1253,2,306,75,2018-10-14
76865,119034,7103,1189,2,306,27,2017-07-23
76866,105005,7103,1189,2,224,48,2017-07-23
76872,111398,7103,1191,2,224,17,2017-08-06
76879,115583,7103,1228,2,484,92,2018-04-22
76881,105568,7103,1258,2,224,96,2018-11-18
76888,125476,7103,1260,2,664,30,2018-12-02
76890,125363,7103,1162,2,664,56,2017-01-15
76891,125476,7103,1162,2,664,57,2017-01-15
76896,119049,7103,1156,2,306,22,2016-12-04
76900,117218,7103,1159,2,165,23,2016-12-25
76902,124365,7103,1159,2,664,60,2016-12-25
76904,105264,7103,1160,2,224,43,2017-01-01
76906,123376,7103,1201,2,664,30,2017-10-15
76914,115035,7103,1206,2,165,23,2017-11-19
76915,127276,7103,1207,2,96,80,2017-11-26
76916,111250,7103,1207,2,224,66,2017-11-26
76927,121374,7103,1234,2,306,53,2018-06-03
76930,111398,7103,1235,2,224,32,2018-06-10
76932,117133,7103,1236,2,165,35,2018-06-17
76937,127576,7103,1237,2,96,48,2018-06-24
76942,127204,7103,1238,2,96,50,2018-07-01
76948,129272,7103,1267,2,96,115,2019-01-20
76951,129281,7103,1269,2,96,31,2019-02-03
76953,127204,7103,1181,2,96,14,2017-05-28
76961,115409,7103,1183,2,165,22,2017-06-11
76962,121374,7103,1184,2,306,44,2017-06-18
76966,127427,7103,1211,2,96,44,2017-12-24
76979,125476,7103,1245,2,664,66,2018-08-19
76983,121374,7103,1168,2,306,31,2017-02-26
76985,119619,7103,1169,2,306,21,2017-03-05
76996,129272,7103,1215,2,96,52,2018-01-21
76997,125430,7103,1216,2,664,93,2018-01-28
77004,115409,7103,1197,2,165,37,2017-09-17
77005,127427,7103,1197,2,96,40,2017-09-17
77006,123557,7103,1197,2,664,22,2017-09-17
77007,125475,7103,1198,2,664,33,2017-09-24
77009,127474,7103,1199,2,96,41,2017-10-01
77012,127495,7103,1200,2,96,23,2017-10-08
77019,109382,7103,1224,2,484,217,2018-03-25
77020,109263,7103,1246,2,484,61,2018-08-26
77033,127576,7103,1256,2,96,39,2018-11-04
77034,109518,7103,1257,2,484,31,2018-11-11
77036,127474,7103,1257,2,96,50,2018-11-11
77040,125362,7103,1230,2,664,18,2018-05-06
77048,129272,7103,1168,2,96,57,2017-02-26
77051,111398,7103,1171,2,224,18,2017-03-19
77059,121552,7103,1185,2,306,21,2017-06-25
77060,115598,7103,1186,2,165,34,2017-07-02
77074,109263,7103,1214,2,484,61,2018-01-14
77076,121151,7103,1216,2,306,52,2018-01-28
77084,125222,7103,1249,2,664,80,2018-09-16
77089,129164,7103,1255,2,96,70,2018-10-28
77094,109263,7103,1256,2,484,49,2018-11-04
77096,117133,7103,1257,2,165,12,2018-11-11
77100,117648,7103,1175,2,165,29,2017-04-16
77104,115583,7103,1179,2,484,29,2017-05-14
77105,127276,7103,1180,2,96,37,2017-05-21
77106,109383,7103,1180,2,484,31,2017-05-21
77108,111524,7103,1219,2,224,117,2018-02-18
77116,109388,7103,1220,2,484,297,2018-02-25
77125,127495,7103,1252,2,96,65,2018-10-07
77129,105043,7103,1253,2,224,41,2018-10-14
77130,119049,7103,1161,2,306,36,2017-01-08
77132,115598,7103,1163,2,165,51,2017-01-22
77141,125502,7103,1213,2,664,30,2018-01-07
77143,115088,7103,1241,2,484,37,2018-07-22
77145,129110,7103,1241,2,96,74,2018-07-22
77160,111398,7103,1189,2,224,20,2017-07-23
77166,124365,7103,1190,2,664,41,2017-07-30
77167,105523,7103,1190,2,224,45,2017-07-30
77170,117036,7103,1192,2,165,12,2017-08-13
77178,125627,7103,1202,2,664,18,2017-10-22
77181,109382,7103,1204,2,484,60,2017-11-05
77183,129272,7103,1205,2,96,42,2017-11-12
77198,124460,7103,1227,2,664,134,2018-04-15
77199,127576,7103,1228,2,96,57,2018-04-22
77200,111398,7103,1228,2,224,58,2018-04-22
77203,124489,7103,1265,2,664,31,2019-01-06
77207,105005,7103,1258,2,224,75,2018-11-18
77209,124460,7103,1258,2,664,49,2018-11-18
77211,109263,7103,1259,2,484,39,2018-11-25
77212,117218,7103,1259,2,165,38,2018-11-25
77217,115583,7103,1260,2,484,38,2018-12-02
77222,105568,7103,1159,2,224,35,2016-12-25
77223,109429,7103,1160,2,484,110,2017-01-01
77224,109429,7103,1206,2,484,73,2017-11-19
77239,117133,7103,1240,2,165,61,2018-07-15
77240,127474,7103,1240,2,96,68,2018-07-15
77249,129338,7103,1200,2,96,13,2017-10-08
77261,111398,7103,1232,2,224,67,2018-05-20
77264,129281,7103,1262,2,96,29,2018-12-16
77270,111398,7103,1206,2,224,48,2017-11-19
77291,121552,7103,1183,2,306,22,2017-06-11
77300,117218,7103,1222,2,165,90,2018-03-11
77306,105043,7103,1255,2,224,17,2018-10-28
77308,127495,7103,1256,2,96,66,2018-11-04
77315,127474,7103,1189,2,96,35,2017-07-23
77322,127410,7103,1193,2,96,33,2017-08-20
77328,129272,7103,1227,2,96,57,2018-04-15
77329,125565,7103,1227,2,664,50,2018-04-15
77336,125627,7103,1239,2,664,29,2018-07-08
77339,105066,7103,1239,2,224,33,2018-07-08
77346,125430,7103,1268,2,664,120,2019-01-27
77361,127576,7103,1231,2,96,89,2018-05-13
77370,115372,7103,1152,2,165,56,2016-11-06
77373,124489,7103,1202,2,664,58,2017-10-22
77376,111398,7103,1204,2,224,54,2017-11-05
77389,125222,7103,1264,2,664,3199,2018-12-30
77392,111250,7103,1266,2,224,97,2019-01-13
77395,123308,7103,1176,2,664,9,2017-04-23
77397,121552,7103,1178,2,306,21,2017-05-07
77402,127081,7103,1219,2,96,76,2018-02-18
77405,117246,7103,1220,2,165,139,2018-02-25
77409,115455,7103,1251,2,484,30,2018-09-30
77410,117648,7103,1251,2,165,29,2018-09-30
77414,105568,7103,1253,2,224,162,2018-10-14
77415,125476,7103,1161,2,664,26,2017-01-08
77448,117246,7103,1214,2,165,22,2018-01-14
77454,109462,7103,1216,2,484,77,2018-01-28
77457,117133,7103,1217,2,165,122,2018-02-04
77462,105568,7103,1247,2,224,104,2018-09-02
77463,119034,7103,1247,2,306,59,2018-09-02
77464,123098,7103,1247,2,664,24,2018-09-02
77471,129110,7103,1174,2,96,67,2017-04-09
77482,105568,7103,1218,2,224,214,2018-02-11
77483,125476,7103,1219,2,664,95,2018-02-18
77484,119619,7103,1219,2,306,93,2018-02-18
77485,109388,7103,1219,2,484,63,2018-02-18
77493,105264,7103,1250,2,224,31,2018-09-23
77496,123098,7103,1250,2,664,23,2018-09-23
77497,124489,7103,1251,2,664,50,2018-09-30
77498,109382,7103,1252,2,484,119,2018-10-07
77500,123098,7103,1252,2,664,30,2018-10-07
77501,125222,7103,1253,2,664,137,2018-10-14
77502,117133,7103,1155,2,165,6,2016-11-27
77507,115138,7103,1160,2,484,60,2017-01-01
77516,117624,7103,1208,2,165,77,2017-12-03
77517,125362,7103,1208,2,664,15,2017-12-03
77521,115583,7103,1161,2,484,29,2017-01-08
77541,125222,7103,1237,2,664,128,2018-06-24
77556,111250,7103,1269,2,224,70,2019-02-03
77558,127410,7103,1233,2,96,43,2018-05-27
77565,125565,7103,1265,2,664,20,2019-01-06
77568,123308,7103,1211,2,664,143,2017-12-24
77570,117405,7103,1212,2,165,2513,2017-12-31
77575,127474,7103,1213,2,96,17,2018-01-07
77585,117405,7103,1244,2,165,66,2018-08-12
77593,123557,7103,1172,2,664,20,2017-03-26
77604,115583,7103,1217,2,484,93,2018-02-04
77606,129110,7103,1188,2,96,63,2017-07-16
77621,117246,7103,1194,2,165,19,2017-08-27
77622,115372,7103,1181,2,165,82,2017-05-28
77625,117133,7103,1181,2,165,19,2017-05-28
77628,129164,7103,1184,2,96,44,2017-06-18
77629,105523,7103,1185,2,224,59,2017-06-25
77630,115583,7103,1186,2,484,40,2017-07-02
77633,115583,7103,1187,2,484,29,2017-07-09
77649,105005,7103,1228,2,224,140,2018-04-22
77654,115455,7103,1259,2,484,41,2018-11-25
77656,129338,7103,1260,2,96,17,2018-12-02
77657,127276,7103,1260,2,96,55,2018-12-02
77663,125239,7103,1196,2,664,117,2017-09-10
77669,105523,7103,1199,2,224,48,2017-10-01
77671,115598,7103,1200,2,165,50,2017-10-08
77673,125363,7103,1200,2,664,53,2017-10-08
77674,105066,7103,1229,2,224,50,2018-04-29
77677,127576,7103,1229,2,96,82,2018-04-29
77678,117133,7103,1230,2,165,40,2018-05-06
77688,105264,7103,1263,2,224,38,2018-12-23
77692,105523,7103,1182,2,224,83,2017-06-04
77694,105568,7103,1184,2,224,54,2017-06-18
77700,115088,7103,1187,2,484,48,2017-07-09
77701,115455,7103,1222,2,484,130,2018-03-11
77703,105554,7103,1222,2,224,168,2018-03-11
77706,127495,7103,1223,2,96,158,2018-03-18
77716,115409,7103,1255,2,165,45,2018-10-28
77721,105554,7103,1162,2,224,30,2017-01-15
77724,127427,7103,1212,2,96,1380,2017-12-31
77727,124489,7103,1213,2,664,27,2018-01-07
77741,127276,7103,1175,2,96,36,2017-04-16
77747,125363,7103,1218,2,664,57,2018-02-11
77748,123308,7103,1218,2,664,140,2018-02-11
77751,111398,7103,1219,2,224,50,2018-02-18
77752,105554,7103,1220,2,224,271,2018-02-25
77754,115138,7103,1220,2,484,140,2018-02-25
77756,111398,7103,1221,2,224,50,2018-03-04
77759,105523,7103,1251,2,224,74,2018-09-30
77761,127276,7103,1252,2,96,68,2018-10-07
77764,121108,7103,1253,2,306,47,2018-10-14
77767,129164,7103,1188,2,96,78,2017-07-16
77776,127576,7103,1225,2,96,94,2018-04-01
77781,105568,7103,1227,2,224,140,2018-04-15
77786,127422,7103,1258,2,96,36,2018-11-18
77789,111524,7103,1260,2,224,34,2018-12-02
77792,125222,7103,1260,2,664,65,2018-12-02
77803,123557,7103,1206,2,664,33,2017-11-19
77808,109382,7103,1210,2,484,123,2017-12-17
77813,115409,7103,1239,2,165,41,2018-07-08
77814,125222,7103,1195,2,664,61,2017-09-03
77831,121293,7103,1169,2,306,55,2017-03-05
77833,115372,7103,1172,2,165,21,2017-03-26
77845,127422,7103,1205,2,96,45,2017-11-12
77858,115088,7103,1267,2,484,110,2019-01-20
77861,109383,7103,1269,2,484,51,2019-02-03
77863,105264,7103,1229,2,224,10,2018-04-29
77868,111622,7103,1232,2,224,22,2018-05-20
77871,115088,7103,1262,2,484,38,2018-12-16
77873,109383,7103,1262,2,484,48,2018-12-16
77874,124460,7103,1262,2,664,67,2018-12-16
77886,127474,7103,1264,2,96,2008,2018-12-30
77890,119049,7103,1246,2,306,87,2018-08-26
77893,119619,7103,1248,2,306,50,2018-09-09
77894,117218,7103,1249,2,165,40,2018-09-16
77912,125430,7103,1220,2,664,314,2018-02-25
77921,115088,7103,1252,2,484,49,2018-10-07
77922,129164,7103,1253,2,96,116,2018-10-14
77931,129272,7103,1185,2,96,40,2017-06-25
77933,125430,7103,1187,2,664,58,2017-07-09
77940,127474,7103,1205,2,96,63,2017-11-12
77941,129110,7103,1233,2,96,75,2018-05-27
77942,117218,7103,1233,2,165,43,2018-05-27
77951,109383,7103,1236,2,484,33,2018-06-17
77953,123376,7103,1264,2,664,209,2018-12-30
77961,109382,7103,1223,2,484,279,2018-03-18
77963,124489,7103,1224,2,664,161,2018-03-25
77968,129110,7103,1257,2,96,71,2018-11-11
77972,129272,7103,1196,2,96,37,2017-09-10
77980,119619,7103,1199,2,306,82,2017-10-01
77983,111398,7103,1200,2,224,19,2017-10-08
77994,121471,7103,1263,2,306,53,2018-12-23
77998,121108,7103,1189,2,306,30,2017-07-23
78004,129338,7103,1190,2,96,22,2017-07-30
78015,109518,7103,1192,2,484,24,2017-08-13
78017,105043,7103,1193,2,224,15,2017-08-20
78020,115372,7103,1225,2,165,197,2018-04-01
78022,121471,7103,1226,2,306,122,2018-04-08
78023,115597,7103,1226,2,484,174,2018-04-08
78026,115455,7103,1228,2,484,56,2018-04-22
78034,111622,7103,1172,2,224,16,2017-03-26
78035,127434,7103,1172,2,96,33,2017-03-26
78041,127495,7103,1258,2,96,59,2018-11-18
78043,117648,7103,1260,2,165,35,2018-12-02
78044,124365,7103,1260,2,664,88,2018-12-02
78045,127081,7103,1260,2,96,44,2018-12-02
78046,121087,7103,1214,2,306,60,2018-01-14
78052,127410,7103,1215,2,96,109,2018-01-21
78058,127410,7103,1160,2,96,106,2017-01-01
78059,127576,7103,1206,2,96,83,2017-11-19
78061,111622,7103,1207,2,224,18,2017-11-26
78064,105523,7103,1208,2,224,102,2017-12-03
78070,121552,7103,1210,2,306,29,2017-12-17
78076,121087,7103,1238,2,306,43,2018-07-01
78077,115138,7103,1239,2,484,19,2018-07-08
78080,125362,7103,1240,2,664,31,2018-07-15
78085,121374,7103,1167,2,306,28,2017-02-19
78096,127204,7103,1247,2,96,22,2018-09-02
78097,117624,7103,1247,2,165,105,2018-09-02
78102,105066,7103,1249,2,224,38,2018-09-16
78107,123098,7103,1212,2,664,500,2017-12-31
78109,105005,7103,1241,2,224,69,2018-07-22
78112,125363,7103,1241,2,664,57,2018-07-22
78117,115682,7103,1243,2,484,39,2018-08-05
78123,125627,7103,1183,2,664,6,2017-06-11
78126,119311,7103,1185,2,306,63,2017-06-25
78127,125239,7103,1186,2,664,101,2017-07-02
78137,105005,7103,1256,2,224,104,2018-11-04
78139,125627,7103,1257,2,664,28,2018-11-11
78141,105005,7103,1164,2,224,26,2017-01-29
78153,125362,7103,1215,2,664,38,2018-01-21
78158,115598,7103,1217,2,165,94,2018-02-04
78167,125565,7103,1246,2,664,30,2018-08-26
78169,117218,7103,1248,2,165,41,2018-09-09
78177,105523,7103,1236,2,224,38,2018-06-17
78178,124365,7103,1236,2,664,118,2018-06-17
78181,105523,7103,1264,2,224,1115,2018-12-30
78185,115455,7103,1265,2,484,31,2019-01-06
78197,121087,7103,1243,2,306,19,2018-08-05
78209,121293,7103,1159,2,306,46,2016-12-25
78217,115035,7103,1209,2,165,36,2017-12-10
78219,127276,7103,1188,2,96,43,2017-07-16
78222,117133,7103,1190,2,165,50,2017-07-30
78227,119049,7103,1193,2,306,49,2017-08-20
78234,121108,7103,1194,2,306,12,2017-08-27
78236,109518,7103,1237,2,484,46,2018-06-24
78248,119049,7103,1228,2,306,115,2018-04-22
78250,127474,7103,1228,2,96,96,2018-04-22
78251,124460,7103,1228,2,664,84,2018-04-22
78256,125476,7103,1259,2,664,45,2018-11-25
78261,115682,7103,1269,2,484,77,2019-02-03
78267,127434,7103,1195,2,96,41,2017-09-03
78276,109383,7103,1199,2,484,31,2017-10-01
78284,119619,7103,1232,2,306,72,2018-05-20
78299,127081,7103,1179,2,96,53,2017-05-14
78312,109462,7103,1253,2,484,144,2018-10-14
78314,115583,7103,1174,2,484,14,2017-04-09
78335,119602,7103,1221,2,306,134,2018-03-04
78340,121293,7103,1252,2,306,54,2018-10-07
78354,119034,7103,1193,2,306,32,2017-08-20
78359,111250,7103,1225,2,224,67,2018-04-01
78361,115583,7103,1225,2,484,57,2018-04-01
78369,109429,7103,1172,2,484,64,2017-03-26
78371,119049,7103,1214,2,306,162,2018-01-14
78378,125476,7103,1216,2,664,58,2018-01-28
78380,121374,7103,1217,2,306,166,2018-02-04
78382,111524,7103,1246,2,224,43,2018-08-26
78384,129110,7103,1247,2,96,76,2018-09-02
78385,121087,7103,1248,2,306,29,2018-09-09
78402,119049,7103,1158,2,306,13,2016-12-18
78405,117133,7103,1159,2,165,37,2016-12-25
78406,109383,7103,1159,2,484,15,2016-12-25
78408,129281,7103,1160,2,96,64,2017-01-01
78413,127495,7103,1208,2,96,50,2017-12-03
78416,121293,7103,1210,2,306,54,2017-12-17
78419,119311,7103,1237,2,306,72,2018-06-24
78429,124575,7103,1241,2,664,59,2018-07-22
78449,109462,7103,1198,2,484,19,2017-09-24
78453,117036,7103,1199,2,165,23,2017-10-01
78459,115455,7103,1201,2,484,53,2017-10-15
78460,121552,7103,1201,2,306,16,2017-10-15
78464,119192,7103,1204,2,306,75,2017-11-05
78473,107589,7103,1234,2,224,41,2018-06-03
78482,115598,7103,1183,2,165,39,2017-06-11
78491,129338,7103,1186,2,96,22,2017-07-02
78492,127474,7103,1186,2,96,21,2017-07-02
78494,127422,7103,1186,2,96,28,2017-07-02
78497,124460,7103,1187,2,664,11,2017-07-09
78500,121087,7103,1229,2,306,38,2018-04-29
78505,124460,7103,1231,2,664,277,2018-05-13
78506,127410,7103,1232,2,96,49,2018-05-20
78507,105568,7103,1232,2,224,136,2018-05-20
78515,105523,7103,1224,2,224,123,2018-03-25
78523,111250,7103,1165,2,224,13,2017-02-05
78532,127434,7103,1241,2,96,61,2018-07-22
78535,115597,7103,1243,2,484,63,2018-08-05
78539,121151,7103,1188,2,306,30,2017-07-16
78550,121151,7103,1191,2,306,36,2017-08-06
78553,115088,7103,1194,2,484,42,2017-08-27
78560,115597,7103,1225,2,484,232,2018-04-01
78562,125239,7103,1226,2,664,123,2018-04-08
78564,115597,7103,1227,2,484,149,2018-04-15
78565,127204,7103,1228,2,96,59,2018-04-22
78568,109388,7103,1258,2,484,15,2018-11-18
78572,117246,7103,1261,2,165,28,2018-12-09
78579,105264,7103,1201,2,224,74,2017-10-15
78586,123308,7103,1203,2,664,38,2017-10-29
78604,117246,7103,1235,2,165,20,2018-06-10
78608,115088,7103,1236,2,484,61,2018-06-17
78613,107589,7103,1170,2,224,70,2017-03-12
78615,115597,7103,1171,2,484,13,2017-03-19
78617,111250,7103,1173,2,224,16,2017-04-02
78619,117218,7103,1214,2,165,101,2018-01-14
78622,105005,7103,1217,2,224,79,2018-02-04
78624,117624,7103,1217,2,165,157,2018-02-04
78627,125502,7103,1247,2,664,27,2018-09-02
78628,127276,7103,1248,2,96,76,2018-09-09
78638,125239,7103,1160,2,664,155,2017-01-01
78640,123308,7103,1209,2,664,91,2017-12-10
78641,121374,7103,1209,2,306,114,2017-12-10
78642,117133,7103,1210,2,165,97,2017-12-17
78647,117624,7103,1238,2,165,80,2018-07-01
78654,129323,7103,1240,2,96,86,2018-07-15
